number,season,episode,airdate,title,tvmaze link
512,6,128,28 Aug 11,"Delivered to Friends - The Big News Comes Through!","https://www.tvmaze.com/episodes/256636/one-piece-6x128-delivered-to-friends-the-big-news-comes-through"
513,6,129,04 Sep 11,"The Pirates Move Out! The Earth Shattering New World","https://www.tvmaze.com/episodes/256637/one-piece-6x129-the-pirates-move-out-the-earth-shattering-new-world"
514,6,130,11 Sep 11,"Live Through Hell - Sanji's Fight with Men at Stake","https://www.tvmaze.com/episodes/256638/one-piece-6x130-live-through-hell-sanjis-fight-with-men-at-stake"
515,6,131,18 Sep 11,"I Will Get Much, Much Stronger! Zoro's Pledge to his Captain!","https://www.tvmaze.com/episodes/256639/one-piece-6x131-i-will-get-much-much-stronger-zoros-pledge-to-his-captain"
516,6,132,25 Sep 11,"Luffy's Training Begins - Meet Up at the Promised Place in Two Years","https://www.tvmaze.com/episodes/256640/one-piece-6x132-luffys-training-begins-meet-up-at-the-promised-place-in-two-years"
517,7,1,02 Oct 11,"A New Chapter Opens - The Straw Hat Pirates Regather!","https://www.tvmaze.com/episodes/256641/one-piece-7x01-a-new-chapter-opens-the-straw-hat-pirates-regather"
518,7,2,09 Oct 11,"An Explosive Situation! Luffy vs Fake Luffy","https://www.tvmaze.com/episodes/256642/one-piece-7x02-an-explosive-situation-luffy-vs-fake-luffy"
519,7,3,16 Oct 11,"The Marines Move Out - The Straw Hat Crew Is Targeted","https://www.tvmaze.com/episodes/256643/one-piece-7x03-the-marines-move-out-the-straw-hat-crew-is-targeted"
520,7,4,23 Oct 11,"A Gathering of Big Shots - Threat of the Fake Straw Hat Crew","https://www.tvmaze.com/episodes/256644/one-piece-7x04-a-gathering-of-big-shots-threat-of-the-fake-straw-hat-crew"
521,7,5,30 Oct 11,"The Battle Begins! Show Them the Fruits of Training!","https://www.tvmaze.com/episodes/256645/one-piece-7x05-the-battle-begins-show-them-the-fruits-of-training"
522,7,6,06 Nov 11,"The Whole Crew is Gathered - Luffy Sets Sail Towards the New World","https://www.tvmaze.com/episodes/256646/one-piece-7x06-the-whole-crew-is-gathered-luffy-sets-sail-towards-the-new-world"
523,7,7,13 Nov 11,"A Shocking Revelation - The Man Who Protected the Sunny","https://www.tvmaze.com/episodes/256647/one-piece-7x07-a-shocking-revelation-the-man-who-protected-the-sunny"
524,7,8,20 Nov 11,"Undersea Struggle - The Demon of the Deep Appears","https://www.tvmaze.com/episodes/256648/one-piece-7x08-undersea-struggle-the-demon-of-the-deep-appears"
525,7,9,27 Nov 11,"Disaster in the Deep Sea, The Straw Hat Crew Gets Lost!","https://www.tvmaze.com/episodes/256649/one-piece-7x09-disaster-in-the-deep-sea-the-straw-hat-crew-gets-lost"
526,7,10,04 Dec 11,"Undersea Volcanic Eruption! Sailing To Fishman Island","https://www.tvmaze.com/episodes/256650/one-piece-7x10-undersea-volcanic-eruption-sailing-to-fishman-island"
527,7,11,11 Dec 11,"Landing at Fishman Island - The Lovely Mermaids","https://www.tvmaze.com/episodes/256651/one-piece-7x11-landing-at-fishman-island-the-lovely-mermaids"
528,7,12,18 Dec 11,"Explosive Stimulation! Sanji's Life Crisis!","https://www.tvmaze.com/episodes/256652/one-piece-7x12-explosive-stimulation-sanjis-life-crisis"
529,7,13,25 Dec 11,"Fishman Island Collapses!? Shirley's Prediction","https://www.tvmaze.com/episodes/256653/one-piece-7x13-fishman-island-collapses-shirleys-prediction"
530,7,14,08 Jan 12,"The King of Fishman Island, Sea God Neptune!","https://www.tvmaze.com/episodes/256654/one-piece-7x14-the-king-of-fishman-island-sea-god-neptune"
531,7,15,15 Jan 12,"The Ryugu Castle! Brought by the Shark They Saved","https://www.tvmaze.com/episodes/256655/one-piece-7x15-the-ryugu-castle-brought-by-the-shark-they-saved"
532,7,16,22 Jan 12,"A Coward and a Crybaby! The Princess in the Hard Shell Tower","https://www.tvmaze.com/episodes/256656/one-piece-7x16-a-coward-and-a-crybaby-the-princess-in-the-hard-shell-tower"
533,7,17,29 Jan 12,"State of Emergency! Ryugu Palace Taken Over!","https://www.tvmaze.com/episodes/256657/one-piece-7x17-state-of-emergency-ryugu-palace-taken-over"
534,7,18,05 Feb 12,"Ryugu Palace Quivers! The Case of the Kidnapped Shirahoshi","https://www.tvmaze.com/episodes/256658/one-piece-7x18-ryugu-palace-quivers-the-case-of-the-kidnapped-shirahoshi"
535,7,19,12 Feb 12,"Hordy's Invasion! The Beginning of the Plan for Revenge!","https://www.tvmaze.com/episodes/256659/one-piece-7x19-hordys-invasion-the-beginning-of-the-plan-for-revenge"
536,7,20,19 Feb 12,"The Ryugu Palace Fight! Zoro vs. Hody!","https://www.tvmaze.com/episodes/256660/one-piece-7x20-the-ryugu-palace-fight-zoro-vs-hody"
537,7,21,26 Feb 12,"Keep Shirahoshi Safe! Decken Close Behind!","https://www.tvmaze.com/episodes/256661/one-piece-7x21-keep-shirahoshi-safe-decken-close-behind"
538,7,22,04 Mar 12,"The Crew Falls?! Hody Conquers Ryuuguu Palace","https://www.tvmaze.com/episodes/256662/one-piece-7x22-the-crew-falls-hody-conquers-ryuuguu-palace"
539,7,23,18 Mar 12,"Revived Relations, Nami and the Fishman Pirates","https://www.tvmaze.com/episodes/256663/one-piece-7x23-revived-relations-nami-and-the-fishman-pirates"
540,7,24,25 Mar 12,"The Hero Who Freed The Slaves: Tiger The Adventurer","https://www.tvmaze.com/episodes/256664/one-piece-7x24-the-hero-who-freed-the-slaves-tiger-the-adventurer"
541,7,25,01 Apr 12,"Kizaru Appears! A Trap Aimed At Tiger!","https://www.tvmaze.com/episodes/256665/one-piece-7x25-kizaru-appears-a-trap-aimed-at-tiger"
542,7,26,08 Apr 12,"Toriko x One Piece Special: Team Formation! Save Chopper!","https://www.tvmaze.com/episodes/256666/one-piece-7x26-toriko-x-one-piece-special-team-formation-save-chopper"
543,7,27,15 Apr 12,"The Hero's Last Moments! The Impact of Tiger's Truth","https://www.tvmaze.com/episodes/256667/one-piece-7x27-the-heros-last-moments-the-impact-of-tigers-truth"
544,7,28,22 Apr 12,"The Pirates Split - Jinbe vs Arlong","https://www.tvmaze.com/episodes/256668/one-piece-7x28-the-pirates-split-jinbe-vs-arlong"
545,7,29,29 Apr 12,"Fishman Island is Shaking! The Landing of a Tenryubito","https://www.tvmaze.com/episodes/256669/one-piece-7x29-fishman-island-is-shaking-the-landing-of-a-tenryubito"
546,7,30,06 May 12,"Unexpected Disaster! An Assassin's Bullet Shuts the Future","https://www.tvmaze.com/episodes/256670/one-piece-7x30-unexpected-disaster-an-assassins-bullet-shuts-the-future"
547,7,31,13 May 12,"Back to the Present! Hody Begins to Move","https://www.tvmaze.com/episodes/256671/one-piece-7x31-back-to-the-present-hody-begins-to-move"
548,7,32,20 May 12,"A Great Shock to the Kingdom - Orders to Execute Neptune!","https://www.tvmaze.com/episodes/256672/one-piece-7x32-a-great-shock-to-the-kingdom-orders-to-execute-neptune"
549,7,33,27 May 12,"A Crack Arises! Luffy vs Jinbe","https://www.tvmaze.com/episodes/256673/one-piece-7x33-a-crack-arises-luffy-vs-jinbe"
550,7,34,03 Jun 12,"Hody's Accident - The Evil Drug's True Power!","https://www.tvmaze.com/episodes/256674/one-piece-7x34-hodys-accident-the-evil-drugs-true-power"
551,7,35,10 Jun 12,"The Decisive Battle Begins at Gyoncorde Plaza!","https://www.tvmaze.com/episodes/256675/one-piece-7x35-the-decisive-battle-begins-at-gyoncorde-plaza"
552,7,36,17 Jun 12,"Shocking Confession - The Truth about Otohime's Assassination","https://www.tvmaze.com/episodes/256676/one-piece-7x36-shocking-confession-the-truth-about-otohimes-assassination"
553,7,37,24 Jun 12,"Shirahoshi's Tears! Finally, Luffy's Appearance!","https://www.tvmaze.com/episodes/256677/one-piece-7x37-shirahoshis-tears-finally-luffys-appearance"
554,7,38,01 Jul 12,"Big Clash! Straw Hat Group VS 100 000 Opponents","https://www.tvmaze.com/episodes/256678/one-piece-7x38-big-clash-straw-hat-group-vs-100-000-opponents"
555,7,39,08 Jul 12,"Explosive Move! Zoro and Sanji Sally Forth!","https://www.tvmaze.com/episodes/256679/one-piece-7x39-explosive-move-zoro-and-sanji-sally-forth"
556,7,40,15 Jul 12,"First Showing! Sunny's Secret Weapons!","https://www.tvmaze.com/episodes/256680/one-piece-7x40-first-showing-sunnys-secret-weapons"
557,7,41,29 Jul 12,"Iron Pirate! Entry of Franky Shogun","https://www.tvmaze.com/episodes/256681/one-piece-7x41-iron-pirate-entry-of-franky-shogun"
558,7,42,05 Aug 12,"Noah Approaching! The Crisis of Fishman Island's Destruction!","https://www.tvmaze.com/episodes/256682/one-piece-7x42-noah-approaching-the-crisis-of-fishman-islands-destruction"
559,7,43,12 Aug 12,"Hurry Up, Luffy! Shirahoshi's Desperate Situation","https://www.tvmaze.com/episodes/256683/one-piece-7x43-hurry-up-luffy-shirahoshis-desperate-situation"
560,7,44,19 Aug 12,"Beginning of the Battle! Luffy vs Hody!","https://www.tvmaze.com/episodes/256684/one-piece-7x44-beginning-of-the-battle-luffy-vs-hody"
561,7,45,26 Aug 12,"Battle Royal! The Group vs the New Fishman Pirates!","https://www.tvmaze.com/episodes/256685/one-piece-7x45-battle-royal-the-group-vs-the-new-fishman-pirates"
562,7,46,02 Sep 12,"Luffy is Defeated!? The Hour of Hody's Revenge","https://www.tvmaze.com/episodes/256686/one-piece-7x46-luffy-is-defeated-the-hour-of-hodys-revenge"
563,7,47,09 Sep 12,"Shocking Truth! Hody's True Identity!","https://www.tvmaze.com/episodes/256687/one-piece-7x47-shocking-truth-hodys-true-identity"
564,7,48,16 Sep 12,"To Zero! Passionate Desire to Luffy!","https://www.tvmaze.com/episodes/256688/one-piece-7x48-to-zero-passionate-desire-to-luffy"
565,7,49,23 Sep 12,"Luffy's Whole Body Blow! Red Hawk Explosion","https://www.tvmaze.com/episodes/256689/one-piece-7x49-luffys-whole-body-blow-red-hawk-explosion"
566,7,50,30 Sep 12,"Final Conclusion! Hody's Final Battle","https://www.tvmaze.com/episodes/256690/one-piece-7x50-final-conclusion-hodys-final-battle"
567,7,51,07 Oct 12,"Stop Noah! Elephant Gatling of Desperation!","https://www.tvmaze.com/episodes/256691/one-piece-7x51-stop-noah-elephant-gatling-of-desperation"
568,7,52,14 Oct 12,"To the Future! The Path Towards the Sun!","https://www.tvmaze.com/episodes/256692/one-piece-7x52-to-the-future-the-path-towards-the-sun"
569,7,53,21 Oct 12,"Revealed Secret - The Truth of Ancient Weapons","https://www.tvmaze.com/episodes/256693/one-piece-7x53-revealed-secret-the-truth-of-ancient-weapons"
570,7,54,28 Oct 12,"The Crew Is Surprised! The New Marine Fleet Admiral!","https://www.tvmaze.com/episodes/256694/one-piece-7x54-the-crew-is-surprised-the-new-marine-fleet-admiral"
571,7,55,04 Nov 12,"I Love Sweets! The Yonko Big Mom","https://www.tvmaze.com/episodes/256695/one-piece-7x55-i-love-sweets-the-yonko-big-mom"
572,7,56,11 Nov 12,"Grim Prospects! A Trap that Waits in the New World","https://www.tvmaze.com/episodes/256696/one-piece-7x56-grim-prospects-a-trap-that-waits-in-the-new-world"
573,7,57,18 Nov 12,"Finally Setting Sail! Goodbye Fishman Island","https://www.tvmaze.com/episodes/256697/one-piece-7x57-finally-setting-sail-goodbye-fishman-island"
574,7,58,25 Nov 12,"To the New World! Aim for the Strongest Sea","https://www.tvmaze.com/episodes/256698/one-piece-7x58-to-the-new-world-aim-for-the-strongest-sea"
575,8,1,02 Dec 12,"Z's Ambition Arc - The Little Giant Lily!","https://www.tvmaze.com/episodes/256699/one-piece-8x01-zs-ambition-arc-the-little-giant-lily"
576,8,2,09 Dec 12,"Z's Ambition Arc - Introduction of the Mystery of the Strongest Army Corps!","https://www.tvmaze.com/episodes/256700/one-piece-8x02-zs-ambition-arc-introduction-of-the-mystery-of-the-strongest-army-corps"
577,8,3,16 Dec 12,"Z's Ambition Arc - A Desperate Big Escape Strategy!","https://www.tvmaze.com/episodes/256701/one-piece-8x03-zs-ambition-arc-a-desperate-big-escape-strategy"
578,8,4,23 Dec 12,"Z's Ambition Arc - Luffy VS Shuzo!","https://www.tvmaze.com/episodes/256702/one-piece-8x04-zs-ambition-arc-luffy-vs-shuzo"
579,8,5,06 Jan 13,"Landing! The Burning Island, Punk Hazard","https://www.tvmaze.com/episodes/256703/one-piece-8x05-landing-the-burning-island-punk-hazard"
580,8,6,13 Jan 13,"A Scorching Battle! Luffy vs. the Giant Dragon!","https://www.tvmaze.com/episodes/256704/one-piece-8x06-a-scorching-battle-luffy-vs-the-giant-dragon"
581,8,7,20 Jan 13,"The Crew is Confused! The Shocking Beheaded Samurai Appears!","https://www.tvmaze.com/episodes/256705/one-piece-8x07-the-crew-is-confused-the-shocking-beheaded-samurai-appears"
582,8,8,27 Jan 13,"Shock ! The Secret of the Island is Finally Revealed !","https://www.tvmaze.com/episodes/256706/one-piece-8x08-shock-the-secret-of-the-island-is-finally-revealed"
583,8,9,03 Feb 13,"Save the Children! Gang Fight Starts!","https://www.tvmaze.com/episodes/256707/one-piece-8x09-save-the-children-gang-fight-starts"
584,8,10,10 Feb 13,"A Duel of Swordplay! Brook vs. the Mysterious Samurai Torso","https://www.tvmaze.com/episodes/256708/one-piece-8x10-a-duel-of-swordplay-brook-vs-the-mysterious-samurai-torso"
585,8,11,17 Feb 13,"Shichibukai! Trafalgar Law","https://www.tvmaze.com/episodes/256709/one-piece-8x11-shichibukai-trafalgar-law"
586,8,12,03 Mar 13,"A Big Pinch - Luffy Sinks Into the Cold Lake","https://www.tvmaze.com/episodes/256710/one-piece-8x12-a-big-pinch-luffy-sinks-into-the-cold-lake"
587,8,13,17 Mar 13,"A Collision! Law vs. Vice Admiral Smoker!","https://www.tvmaze.com/episodes/256711/one-piece-8x13-a-collision-law-vs-vice-admiral-smoker"
588,8,14,24 Mar 13,"First Meeting in Two Years! Luffy and Law","https://www.tvmaze.com/episodes/256712/one-piece-8x14-first-meeting-in-two-years-luffy-and-law"
589,8,15,31 Mar 13,"Worst of the World - The Scary Scientist Caesar","https://www.tvmaze.com/episodes/256713/one-piece-8x15-worst-of-the-world-the-scary-scientist-caesar"
590,8,16,07 Apr 13,"History's Strongest Collaboration vs. Glutton of the Sea","https://www.tvmaze.com/episodes/297502/one-piece-8x16-historys-strongest-collaboration-vs-glutton-of-the-sea"
591,8,17,14 Apr 13,"Chopper Enraged Master's Tyrannical Experiments","https://www.tvmaze.com/episodes/256714/one-piece-8x17-chopper-enraged-masters-tyrannical-experiments"
592,8,18,21 Apr 13,"Gang Obliteration! Legendary Hitmen Attack!","https://www.tvmaze.com/episodes/256715/one-piece-8x18-gang-obliteration-legendary-hitmen-attack"
593,8,19,28 Apr 13,"Save Nami! Luffy's Snow Mountain Battle","https://www.tvmaze.com/episodes/256716/one-piece-8x19-save-nami-luffys-snow-mountain-battle"
594,8,20,05 May 13,"Formation! The Pirate Alliance Luffy-Law!","https://www.tvmaze.com/episodes/256717/one-piece-8x20-formation-the-pirate-alliance-luffy-law"
595,8,21,12 May 13,"Capture Master ! The Pirate Alliance's Operation Begins!","https://www.tvmaze.com/episodes/256718/one-piece-8x21-capture-master-the-pirate-alliances-operation-begins"
596,8,22,19 May 13,"Destruction Crisis - The Monster of Death Flies in","https://www.tvmaze.com/episodes/256719/one-piece-8x22-destruction-crisis-the-monster-of-death-flies-in"
597,8,23,26 May 13,"Big Battle ! Caesar Activates his True Ability!","https://www.tvmaze.com/episodes/256720/one-piece-8x23-big-battle-caesar-activates-his-true-ability"
598,8,24,02 Jun 13,"The Samurai that Cuts the Fire! Kin'emon of Foxfire","https://www.tvmaze.com/episodes/256721/one-piece-8x24-the-samurai-that-cuts-the-fire-kinemon-of-foxfire"
599,8,25,09 Jun 13,"Shock! Identity of Vergo, the Mysterious Man","https://www.tvmaze.com/episodes/256722/one-piece-8x25-shock-identity-of-vergo-the-mysterious-man"
600,8,26,16 Jun 13,"Protect the Children! Reach of Master's Evil Hand!","https://www.tvmaze.com/episodes/256723/one-piece-8x26-protect-the-children-reach-of-masters-evil-hand"
601,8,27,23 Jun 13,"New World's Severe Earthquake ! Caesar's Nightmare Experiment","https://www.tvmaze.com/episodes/256724/one-piece-8x27-new-worlds-severe-earthquake-caesars-nightmare-experiment"
602,8,28,30 Jun 13,"The Deadliest Weapon of Mass Destruction in History! Shinokuni!","https://www.tvmaze.com/episodes/256725/one-piece-8x28-the-deadliest-weapon-of-mass-destruction-in-history-shinokuni"
603,8,29,07 Jul 13,"The Counterattack Begins! Luffy and Law's Great Escape","https://www.tvmaze.com/episodes/256726/one-piece-8x29-the-counterattack-begins-luffy-and-laws-great-escape"
604,8,30,14 Jul 13,"The Aim is Building R! The Pirate Alliance's Great Assault!","https://www.tvmaze.com/episodes/256727/one-piece-8x30-the-aim-is-building-r-the-pirate-alliances-great-assault"
605,8,31,21 Jul 13,"Tashigi's Tears - G5's Suicidal Breakthrough Strategy","https://www.tvmaze.com/episodes/256728/one-piece-8x31-tashigis-tears-g5s-suicidal-breakthrough-strategy"
606,8,32,28 Jul 13,"Vice Admiral's Betrayal! Demon Bamboo Vergo","https://www.tvmaze.com/episodes/256729/one-piece-8x32-vice-admirals-betrayal-demon-bamboo-vergo"
607,8,33,11 Aug 13,"Incandescent Fierce Battle Luffy vs. Caesar","https://www.tvmaze.com/episodes/256730/one-piece-8x33-incandescent-fierce-battle-luffy-vs-caesar"
608,8,34,18 Aug 13,"The Mastermind in the Shadows! Doflamingo Moves!","https://www.tvmaze.com/episodes/256731/one-piece-8x34-the-mastermind-in-the-shadows-doflamingo-moves"
609,8,35,25 Aug 13,"Luffy Dies from Exposure?! The Spine-chilling Snow Woman Monet!","https://www.tvmaze.com/episodes/256732/one-piece-8x35-luffy-dies-from-exposure-the-spine-chilling-snow-woman-monet"
610,8,36,01 Sep 13,"Fist Fight! Two Vice Admirals Fight","https://www.tvmaze.com/episodes/256733/one-piece-8x36-fist-fight-two-vice-admirals-fight"
611,8,37,08 Sep 13,"The Small Dragon! Momonosuke Appears","https://www.tvmaze.com/episodes/256734/one-piece-8x37-the-small-dragon-momonosuke-appears"
612,8,38,15 Sep 13,"Deadly Combat in Snowstorm The Straw Hats vs. the Snow Woman","https://www.tvmaze.com/episodes/256735/one-piece-8x38-deadly-combat-in-snowstorm-the-straw-hats-vs-the-snow-woman"
613,8,39,22 Sep 13,"Showing Off His Techniques! Zoro's Formidable One-Sword Style!","https://www.tvmaze.com/episodes/256736/one-piece-8x39-showing-off-his-techniques-zoros-formidable-one-sword-style"
614,8,40,29 Sep 13,"I'll Protect My Friends! Mocha's Desperate Escape","https://www.tvmaze.com/episodes/256737/one-piece-8x40-ill-protect-my-friends-mochas-desperate-escape"
615,8,41,06 Oct 13,"Brownbeard's Bitterness! Luffy's Anger Attack","https://www.tvmaze.com/episodes/256738/one-piece-8x41-brownbeards-bitterness-luffys-anger-attack"
616,8,42,13 Oct 13,"Shocking Conclusion! White Hunter vs. Vergo!","https://www.tvmaze.com/episodes/256739/one-piece-8x42-shocking-conclusion-white-hunter-vs-vergo"
617,8,43,20 Oct 13,"Caesar Defeated! The Strongest Grizzly Magnum","https://www.tvmaze.com/episodes/256740/one-piece-8x43-caesar-defeated-the-strongest-grizzly-magnum"
618,8,44,27 Oct 13,"Invasion! The Assassin From Dressrosa","https://www.tvmaze.com/episodes/256741/one-piece-8x44-invasion-the-assassin-from-dressrosa"
619,8,45,03 Nov 13,"Rampage! The Invincible Franky Shogun","https://www.tvmaze.com/episodes/256742/one-piece-8x45-rampage-the-invincible-franky-shogun"
620,8,46,10 Nov 13,"Desperate Situation! Punk Hazard's Big Explosion","https://www.tvmaze.com/episodes/256743/one-piece-8x46-desperate-situation-punk-hazards-big-explosion"
621,8,47,17 Nov 13,"Capture Caesar - General Cannon Blast","https://www.tvmaze.com/episodes/256744/one-piece-8x47-capture-caesar-general-cannon-blast"
622,8,48,24 Nov 13,"Emotional Meeting! Momonosuke and Kin'emon","https://www.tvmaze.com/episodes/256745/one-piece-8x48-emotional-meeting-momonosuke-and-kinemon"
623,8,49,01 Dec 13,"Regretful Departure - Leaving Punk Hazard","https://www.tvmaze.com/episodes/256746/one-piece-8x49-regretful-departure-leaving-punk-hazard"
624,8,50,08 Dec 13,"G-5's Annihilation! Doflamingo's Assault!","https://www.tvmaze.com/episodes/256747/one-piece-8x50-g-5s-annihilation-doflamingos-assault"
625,8,51,15 Dec 13,"Tension! Aokiji vs. Doflamingo","https://www.tvmaze.com/episodes/256748/one-piece-8x51-tension-aokiji-vs-doflamingo"
626,8,52,22 Dec 13,"Caesar has Disappeared! The Pirate Alliance Sallies","https://www.tvmaze.com/episodes/256749/one-piece-8x52-caesar-has-disappeared-the-pirate-alliance-sallies"
627,8,53,05 Jan 14,"Luffy Dies in the Sea!? The Collapse of the Pirate Alliance","https://www.tvmaze.com/episodes/256750/one-piece-8x53-luffy-dies-in-the-sea-the-collapse-of-the-pirate-alliance"
628,8,54,12 Jan 14,"A Major Turnaround! Luffy's Angry Iron Fist Strikes!","https://www.tvmaze.com/episodes/256751/one-piece-8x54-a-major-turnaround-luffys-angry-iron-fist-strikes"
629,8,55,19 Jan 14,"Startling! The Big News Shakes Up The New World!","https://www.tvmaze.com/episodes/256752/one-piece-8x55-startling-the-big-news-shakes-up-the-new-world"
630,8,56,26 Jan 14,"Adventure! The Country of Love and Passion, Dressrosa","https://www.tvmaze.com/episodes/256753/one-piece-8x56-adventure-the-country-of-love-and-passion-dressrosa"
631,8,57,02 Feb 14,"Swirling Madness - Corrida Colosseum","https://www.tvmaze.com/episodes/256754/one-piece-8x57-swirling-madness-corrida-colosseum"
632,8,58,09 Feb 14,"Dangerous Love - Dancing Girl Violet","https://www.tvmaze.com/episodes/256755/one-piece-8x58-dangerous-love-dancing-girl-violet"
633,8,59,16 Feb 14,"A Formidable, Unknown Warrior! Here Comes Lucy!","https://www.tvmaze.com/episodes/256756/one-piece-8x59-a-formidable-unknown-warrior-here-comes-lucy"
634,8,60,23 Feb 14,"The Pirate Prince Cavendish","https://www.tvmaze.com/episodes/256757/one-piece-8x60-the-pirate-prince-cavendish"
635,8,61,02 Mar 14,"The Fated Reunion - Bellamy the Hyena","https://www.tvmaze.com/episodes/256758/one-piece-8x61-the-fated-reunion-bellamy-the-hyena"
636,8,62,16 Mar 14,"Supernova! Bartolomeo the Cannibal","https://www.tvmaze.com/episodes/256759/one-piece-8x62-supernova-bartolomeo-the-cannibal"
637,8,63,23 Mar 14,"Rivalry of Warriors! B Block on Fire!","https://www.tvmaze.com/episodes/256760/one-piece-8x63-rivalry-of-warriors-b-block-on-fire"
638,8,64,30 Mar 14,"One-hit Knockout! The Astounding King Punch","https://www.tvmaze.com/episodes/256761/one-piece-8x64-one-hit-knockout-the-astounding-king-punch"
639,8,65,06 Apr 14,"Fighting Fish Attack! Break through the Iron Bridge of Death","https://www.tvmaze.com/episodes/256762/one-piece-8x65-fighting-fish-attack-break-through-the-iron-bridge-of-death"
640,8,66,13 Apr 14,"Adventure! The Island of Fairies, Green Bit","https://www.tvmaze.com/episodes/256763/one-piece-8x66-adventure-the-island-of-fairies-green-bit"
641,8,67,20 Apr 14,"The Unknown World - Tontatta Kingdom","https://www.tvmaze.com/episodes/256764/one-piece-8x67-the-unknown-world-tontatta-kingdom"
642,8,68,27 Apr 14,"Scheme of the Century - Doflamingo Gets Moving","https://www.tvmaze.com/episodes/256765/one-piece-8x68-scheme-of-the-century-doflamingo-gets-moving"
643,8,69,04 May 14,"Heaven and Earth Shakes! The True Power of Admiral Fujitora","https://www.tvmaze.com/episodes/256766/one-piece-8x69-heaven-and-earth-shakes-the-true-power-of-admiral-fujitora"
644,8,70,11 May 14,"A Blow of Anger! A Giant vs. Lucy!","https://www.tvmaze.com/episodes/256767/one-piece-8x70-a-blow-of-anger-a-giant-vs-lucy"
645,8,71,18 May 14,"The Destructive Cannon Explodes! A Close Call for Lucy","https://www.tvmaze.com/episodes/256768/one-piece-8x71-the-destructive-cannon-explodes-a-close-call-for-lucy"
646,8,72,25 May 14,"The Legendary Pirate - Boss Chinjao","https://www.tvmaze.com/episodes/256769/one-piece-8x72-the-legendary-pirate-boss-chinjao"
647,8,73,01 Jun 14,"Light and Shadow - The Darkness Lurking in Dressrosa!","https://www.tvmaze.com/episodes/256770/one-piece-8x73-light-and-shadow-the-darkness-lurking-in-dressrosa"
648,8,74,08 Jun 14,"Sortie - The Legendary Hero, Usoland","https://www.tvmaze.com/episodes/256771/one-piece-8x74-sortie-the-legendary-hero-usoland"
649,8,75,15 Jun 14,"The Fierce Battle's Conclusion - Lucy vs. Chinjao","https://www.tvmaze.com/episodes/256772/one-piece-8x75-the-fierce-battles-conclusion-lucy-vs-chinjao"
650,8,76,22 Jun 14,"Luffy and the Fated Gladiator Rebecca","https://www.tvmaze.com/episodes/256773/one-piece-8x76-luffy-and-the-fated-gladiator-rebecca"
651,8,77,29 Jun 14,"Protect Her 'til the End! Rebecca and the Toy Soldier","https://www.tvmaze.com/episodes/256774/one-piece-8x77-protect-her-til-the-end-rebecca-and-the-toy-soldier"
652,8,78,06 Jul 14,"Final Battleground - D Block Battle Begins","https://www.tvmaze.com/episodes/256775/one-piece-8x78-final-battleground-d-block-battle-begins"
653,8,79,13 Jul 14,"Decisive Battle! Jora vs. Straw Hat Crew","https://www.tvmaze.com/episodes/256776/one-piece-8x79-decisive-battle-jora-vs-straw-hat-crew"
654,8,80,20 Jul 14,"Blade of Beauty! Cavendish of the White Horse","https://www.tvmaze.com/episodes/256777/one-piece-8x80-blade-of-beauty-cavendish-of-the-white-horse"
655,8,81,03 Aug 14,"The Great Clash! Sanji vs. Doflamingo","https://www.tvmaze.com/episodes/256778/one-piece-8x81-the-great-clash-sanji-vs-doflamingo"
656,8,82,10 Aug 14,"Rebecca's Sword of Death! Backwater Sword Dance","https://www.tvmaze.com/episodes/256779/one-piece-8x82-rebeccas-sword-of-death-backwater-sword-dance"
657,8,83,17 Aug 14,"The Strongest Warrior! Logan vs. Rebecca","https://www.tvmaze.com/episodes/256780/one-piece-8x83-the-strongest-warrior-logan-vs-rebecca"
658,8,84,24 Aug 14,"Shock! The Toy Soldier's True Identity","https://www.tvmaze.com/episodes/256781/one-piece-8x84-shock-the-toy-soldiers-true-identity"
659,8,85,31 Aug 14,"A Chilling Past! The Secret Behind Dressrosa","https://www.tvmaze.com/episodes/256782/one-piece-8x85-a-chilling-past-the-secret-behind-dressrosa"
660,8,86,07 Sep 14,"Nightmare! That One Tragic Evening in Dressrosa","https://www.tvmaze.com/episodes/256783/one-piece-8x86-nightmare-that-one-tragic-evening-in-dressrosa"
661,8,87,14 Sep 14,"A Showdown Between the Warlords! Law vs. Doflamingo!","https://www.tvmaze.com/episodes/256784/one-piece-8x87-a-showdown-between-the-warlords-law-vs-doflamingo"
662,8,88,21 Sep 14,"Two Great Forces Face-off! Straw Hat and Heavenly Yaksha","https://www.tvmaze.com/episodes/256785/one-piece-8x88-two-great-forces-face-off-straw-hat-and-heavenly-yaksha"
663,8,89,28 Sep 14,"Luffy, Startled - The Man Who Will Inherit Ace's Will","https://www.tvmaze.com/episodes/256786/one-piece-8x89-luffy-startled-the-man-who-will-inherit-aces-will"
664,8,90,05 Oct 14,"Start Operation SOP — Usoland Charges","https://www.tvmaze.com/episodes/256787/one-piece-8x90-start-operation-sop-usoland-charges"
665,8,91,12 Oct 14,"Hot Emotions — Rebecca vs. Suleiman","https://www.tvmaze.com/episodes/256788/one-piece-8x91-hot-emotions-rebecca-vs-suleiman"
666,8,92,19 Oct 14,"Winner Decided!? The End to the D-Block Bash","https://www.tvmaze.com/episodes/256789/one-piece-8x92-winner-decided-the-end-to-the-d-block-bash"
