number,season,episode,airdate,title,tvmaze link
667,8,93,26 Oct 14,"The Admiral's Decision — Fujitora VS Doflamingo","https://www.tvmaze.com/episodes/256790/one-piece-8x93-the-admirals-decision-fujitora-vs-doflamingo"
668,8,94,02 Nov 14,"The Final Round Begins — Diamante the Hero Takes the Stage","https://www.tvmaze.com/episodes/256791/one-piece-8x94-the-final-round-begins-diamante-the-hero-takes-the-stage"
669,8,95,09 Nov 14,"The Castle Moves! Elite Officer Pica Emerges","https://www.tvmaze.com/episodes/256792/one-piece-8x95-the-castle-moves-elite-officer-pica-emerges"
670,8,96,16 Nov 14,"Dragon Claw Explodes! Lucy's Threatening Blow!","https://www.tvmaze.com/episodes/256793/one-piece-8x96-dragon-claw-explodes-lucys-threatening-blow"
671,8,97,23 Nov 14,"Defeat Sugar - The Dwarf Soldiers Charge In!","https://www.tvmaze.com/episodes/256794/one-piece-8x97-defeat-sugar-the-dwarf-soldiers-charge-in"
672,8,98,30 Nov 14,"The Last Light - The Secret of Our Captain!","https://www.tvmaze.com/episodes/256795/one-piece-8x98-the-last-light-the-secret-of-our-captain"
673,8,99,07 Dec 14,"The Rupture Human - Gladius' Big Explosion!","https://www.tvmaze.com/episodes/256796/one-piece-8x99-the-rupture-human-gladius-big-explosion"
674,8,100,14 Dec 14,"Liar! Usoland on the run!","https://www.tvmaze.com/episodes/256797/one-piece-8x100-liar-usoland-on-the-run"
675,8,101,21 Dec 14,"A Fateful Encounter – Kyros and King Riku","https://www.tvmaze.com/episodes/256798/one-piece-8x101-a-fateful-encounter-kyros-and-king-riku"
676,8,102,28 Dec 14,"Operation Failed! Hero Usoland Dies!?","https://www.tvmaze.com/episodes/256799/one-piece-8x102-operation-failed-hero-usoland-dies"
677,8,103,11 Jan 15,"The Legend is Back! Kyros' All-Out Attack!","https://www.tvmaze.com/episodes/256800/one-piece-8x103-the-legend-is-back-kyros-all-out-attack"
678,8,104,18 Jan 15,"The Fire Fist Strikes! - The Flare Flare Fruit Power Returns!","https://www.tvmaze.com/episodes/256801/one-piece-8x104-the-fire-fist-strikes-the-flare-flare-fruit-power-returns"
679,8,105,25 Jan 15,"Gallant Appearance - Revolutionary Army Chief of Staff Sabo!","https://www.tvmaze.com/episodes/256802/one-piece-8x105-gallant-appearance-revolutionary-army-chief-of-staff-sabo"
680,8,106,01 Feb 15,"The Devil's Trap - Dressrosa Annihilation Plan","https://www.tvmaze.com/episodes/256803/one-piece-8x106-the-devils-trap-dressrosa-annihilation-plan"
681,8,107,08 Feb 15,"The 500 Million Berry Man! Target: Usoland!","https://www.tvmaze.com/episodes/256804/one-piece-8x107-the-500-million-berry-man-target-usoland"
682,8,108,15 Feb 15,"Breakthrough the Enemy Lines - Luffy and Zoro's Counterattack!","https://www.tvmaze.com/episodes/256805/one-piece-8x108-breakthrough-the-enemy-lines-luffy-and-zoros-counterattack"
683,8,109,01 Mar 15,"With a Rumbling of the Ground! The God of Destruction - Giant Pica Descends!","https://www.tvmaze.com/episodes/256806/one-piece-8x109-with-a-rumbling-of-the-ground-the-god-of-destruction-giant-pica-descends"
684,8,110,15 Mar 15,"Gathering into a Powerful Front! Luffy and a Group of Brutal Warriors!","https://www.tvmaze.com/episodes/256807/one-piece-8x110-gathering-into-a-powerful-front-luffy-and-a-group-of-brutal-warriors"
685,8,111,22 Mar 15,"Steady Progress! Luffy's Army vs. Pica!","https://www.tvmaze.com/episodes/256808/one-piece-8x111-steady-progress-luffys-army-vs-pica"
686,8,112,29 Mar 15,"A Shocking Confession! Law's Soulful Vow!","https://www.tvmaze.com/episodes/256809/one-piece-8x112-a-shocking-confession-laws-soulful-vow"
687,8,113,05 Apr 15,"A Big Collision! Chief of Staff Sabo vs. Admiral Fujitora","https://www.tvmaze.com/episodes/256810/one-piece-8x113-a-big-collision-chief-of-staff-sabo-vs-admiral-fujitora"
688,8,114,12 Apr 15,"A Desperate Situation - Luffy Gets Caught in a Trap!","https://www.tvmaze.com/episodes/256811/one-piece-8x114-a-desperate-situation-luffy-gets-caught-in-a-trap"
689,8,115,19 Apr 15,"Great Escape! Luffy's Miraculous Elephant Gun!","https://www.tvmaze.com/episodes/256812/one-piece-8x115-great-escape-luffys-miraculous-elephant-gun"
690,8,116,26 Apr 15,"A United Front – Luffy's Breakthrough to Victory","https://www.tvmaze.com/episodes/256813/one-piece-8x116-a-united-front-luffys-breakthrough-to-victory"
691,8,117,03 May 15,"The Second Samurai – Evening Shower Kanjuro Appears","https://www.tvmaze.com/episodes/256814/one-piece-8x117-the-second-samurai-evening-shower-kanjuro-appears"
692,8,118,10 May 15,"The Struggle with Pica – Zoro's One Finishing Move","https://www.tvmaze.com/episodes/256815/one-piece-8x118-the-struggle-with-pica-zoros-one-finishing-move"
693,8,119,17 May 15,"The Little People's Princess - Captive Mansherry","https://www.tvmaze.com/episodes/256816/one-piece-8x119-the-little-peoples-princess-captive-mansherry"
694,8,120,24 May 15,"Invulnerable! The Terrifying Headcracker Doll Army","https://www.tvmaze.com/episodes/256817/one-piece-8x120-invulnerable-the-terrifying-headcracker-doll-army"
695,8,121,31 May 15,"Life-Risking! Luffy is the Trump Card to Victory","https://www.tvmaze.com/episodes/256818/one-piece-8x121-life-risking-luffy-is-the-trump-card-to-victory"
696,8,122,07 Jun 15,"A Tearful Reunion – Rebecca and Kyros!","https://www.tvmaze.com/episodes/256819/one-piece-8x122-a-tearful-reunion-rebecca-and-kyros"
697,8,123,14 Jun 15,"One Shot One Kill - The Man Who Will Save Dressrosa","https://www.tvmaze.com/episodes/256820/one-piece-8x123-one-shot-one-kill-the-man-who-will-save-dressrosa"
698,8,124,21 Jun 15,"Anger Explosion - Luffy and Laws's Ultimate Secret Plan","https://www.tvmaze.com/episodes/256821/one-piece-8x124-anger-explosion-luffy-and-lawss-ultimate-secret-plan"
699,8,125,28 Jun 15,"Noble Family - Doflamingo's True Identity!","https://www.tvmaze.com/episodes/256822/one-piece-8x125-noble-family-doflamingos-true-identity"
700,8,126,05 Jul 15,"Ultimate Power - The Secret of the Ope Ope no Mi!","https://www.tvmaze.com/episodes/256823/one-piece-8x126-ultimate-power-the-secret-of-the-ope-ope-no-mi"
701,8,127,12 Jul 15,"Sad Memories - Law the Boy from the White City!","https://www.tvmaze.com/episodes/256824/one-piece-8x127-sad-memories-law-the-boy-from-the-white-city"
702,8,128,19 Jul 15,"Celestial Dragon! Doffy's Stormy Past!","https://www.tvmaze.com/episodes/256825/one-piece-8x128-celestial-dragon-doffys-stormy-past"
703,8,129,02 Aug 15,"A Rocky Road! – Law and Corazon's Journey of Life!","https://www.tvmaze.com/episodes/256826/one-piece-8x129-a-rocky-road-law-and-corazons-journey-of-life"
704,8,130,09 Aug 15,"The Time is Ticking Down! Seize the Op-Op Fruit!","https://www.tvmaze.com/episodes/256827/one-piece-8x130-the-time-is-ticking-down-seize-the-op-op-fruit"
705,8,131,16 Aug 15,"The Moment of Resolution: Corazon's Farewell Smile!","https://www.tvmaze.com/episodes/256828/one-piece-8x131-the-moment-of-resolution-corazons-farewell-smile"
706,8,132,23 Aug 15,"Advance, Law! The Kindhearted Man's Final Fight!","https://www.tvmaze.com/episodes/256829/one-piece-8x132-advance-law-the-kindhearted-mans-final-fight"
707,8,133,30 Aug 15,"To Be Free! Law's Injection Shot Blasts!","https://www.tvmaze.com/episodes/256830/one-piece-8x133-to-be-free-laws-injection-shot-blasts"
708,8,134,06 Sep 15,"An Intense Battle! Law vs. Doflamingo!","https://www.tvmaze.com/episodes/256831/one-piece-8x134-an-intense-battle-law-vs-doflamingo"
709,8,135,13 Sep 15,"A Decisive Battle Against the Executives! Proud Hajrudin!","https://www.tvmaze.com/episodes/256832/one-piece-8x135-a-decisive-battle-against-the-executives-proud-hajrudin"
710,8,136,20 Sep 15,"The Battle of Love! The New Leader Sai vs. Baby 5!","https://www.tvmaze.com/episodes/256833/one-piece-8x136-the-battle-of-love-the-new-leader-sai-vs-baby-5"
711,8,137,27 Sep 15,"A Man's Pride! Bellamy's Last Assault!","https://www.tvmaze.com/episodes/256834/one-piece-8x137-a-mans-pride-bellamys-last-assault"
712,8,138,04 Oct 15,"Storm and Stress! Hakuba vs. Dellinger!","https://www.tvmaze.com/episodes/256835/one-piece-8x138-storm-and-stress-hakuba-vs-dellinger"
713,8,139,11 Oct 15,"Barrier-Barrier! Homage God Fist Strikes!","https://www.tvmaze.com/episodes/256836/one-piece-8x139-barrier-barrier-homage-god-fist-strikes"
714,8,140,18 Oct 15,"The Healing Princess! Save Mansherry (30 min)","https://www.tvmaze.com/episodes/256837/one-piece-8x140-the-healing-princess-save-mansherry"
715,8,141,25 Oct 15,"The Manly Duel! Señor's Elegy of Love! (30 min)","https://www.tvmaze.com/episodes/324870/one-piece-8x141-the-manly-duel-senors-elegy-of-love"
716,8,142,01 Nov 15,"Stardust of Death! Diamante's Storm of Vicious Attacks! (30 min)","https://www.tvmaze.com/episodes/324925/one-piece-8x142-stardust-of-death-diamantes-storm-of-vicious-attacks"
717,8,143,08 Nov 15,"Trueno Bastardo! Kyros' Furious Strike! (30 min)","https://www.tvmaze.com/episodes/403266/one-piece-8x143-trueno-bastardo-kyros-furious-strike"
718,8,144,15 Nov 15,"Moving Across the Ground! The Giant Statue Pica's Surprise Maneuver! (30 min)","https://www.tvmaze.com/episodes/472338/one-piece-8x144-moving-across-the-ground-the-giant-statue-picas-surprise-maneuver"
719,8,145,22 Nov 15,"A Decisive Battle in Midair! Zoro's New Special Secret Technique Blasts! (30 min)","https://www.tvmaze.com/episodes/472342/one-piece-8x145-a-decisive-battle-in-midair-zoros-new-special-secret-technique-blasts"
720,8,146,29 Nov 15,"See ya Later! Bellamy's Farewell Blow! (30 min)","https://www.tvmaze.com/episodes/472343/one-piece-8x146-see-ya-later-bellamys-farewell-blow"
721,8,147,06 Dec 15,"Law Dies - Luffy's Fierce Assault of Anger! (30 min)","https://www.tvmaze.com/episodes/472344/one-piece-8x147-law-dies-luffys-fierce-assault-of-anger"
722,8,148,13 Dec 15,"A Blade of Tenacity! The Gamma Knife Counterattack! (30 min)","https://www.tvmaze.com/episodes/526345/one-piece-8x148-a-blade-of-tenacity-the-gamma-knife-counterattack"
723,8,149,20 Dec 15,"A Collision of Haki! Luffy vs. Doflamingo! (30 min)","https://www.tvmaze.com/episodes/546824/one-piece-8x149-a-collision-of-haki-luffy-vs-doflamingo"
724,8,150,27 Dec 15,"Unassailable! The Stunning Secret of Trebol (30 min)","https://www.tvmaze.com/episodes/546825/one-piece-8x150-unassailable-the-stunning-secret-of-trebol"
725,8,151,10 Jan 16,"Anger Erupts! I Will Take Everything upon Myself! (30 min)","https://www.tvmaze.com/episodes/546826/one-piece-8x151-anger-erupts-i-will-take-everything-upon-myself"
726,8,152,17 Jan 16,"Fourth Gear! The Phenomenal Bounce-man! (30 min)","https://www.tvmaze.com/episodes/566476/one-piece-8x152-fourth-gear-the-phenomenal-bounce-man"
727,8,153,24 Jan 16,"Great Counterattack! Doflamingo's Awakening (30 min)","https://www.tvmaze.com/episodes/566477/one-piece-8x153-great-counterattack-doflamingos-awakening"
728,8,154,31 Jan 16,"Luffy! The All-Out Lion Bazooka (30 min)","https://www.tvmaze.com/episodes/566478/one-piece-8x154-luffy-the-all-out-lion-bazooka"
729,8,155,14 Feb 16,"Kaen Ryuo - Protect Luffy's Life (30 min)","https://www.tvmaze.com/episodes/566479/one-piece-8x155-kaen-ryuo-protect-luffys-life"
730,8,156,21 Feb 16,"Miracle Tears - Mansherry's Battle! (30 min)","https://www.tvmaze.com/episodes/618661/one-piece-8x156-miracle-tears-mansherrys-battle"
731,8,157,28 Feb 16,"As Long as We Breathe! Stop the Deadly Birdcage (30 min)","https://www.tvmaze.com/episodes/633019/one-piece-8x157-as-long-as-we-breathe-stop-the-deadly-birdcage"
732,8,158,06 Mar 16,"Dead or Alive! A Fateful Countdown (30 min)","https://www.tvmaze.com/episodes/633020/one-piece-8x158-dead-or-alive-a-fateful-countdown"
733,8,159,20 Mar 16,"Strike the Heavens - Luffy's King Kong Gun of Rage (30 min)","https://www.tvmaze.com/episodes/633021/one-piece-8x159-strike-the-heavens-luffys-king-kong-gun-of-rage"
734,8,160,27 Mar 16,"To Freedom! Dressrosa Overjoyed! (30 min)","https://www.tvmaze.com/episodes/653155/one-piece-8x160-to-freedom-dressrosa-overjoyed"
735,8,161,03 Apr 16,"Unprecedented - The Shocking Decision of Admiral Fujitora! (30 min)","https://www.tvmaze.com/episodes/653156/one-piece-8x161-unprecedented-the-shocking-decision-of-admiral-fujitora"
736,8,162,10 Apr 16,"The World Trembles - The Worst Generation Advances! (30 min)","https://www.tvmaze.com/episodes/653157/one-piece-8x162-the-world-trembles-the-worst-generation-advances"
737,8,163,17 Apr 16,"The Birth of a Legend - The Adventure of Sabo the Revolutionary! (30 min)","https://www.tvmaze.com/episodes/702815/one-piece-8x163-the-birth-of-a-legend-the-adventure-of-sabo-the-revolutionary"
738,8,164,24 Apr 16,"The Brother's Bond - The Story of Luffy and Sabo's Reunion (30 min)","https://www.tvmaze.com/episodes/702816/one-piece-8x164-the-brothers-bond-the-story-of-luffy-and-sabos-reunion"
739,8,165,01 May 16,"The Strongest Creature - Kaido of the Beasts (30 min)","https://www.tvmaze.com/episodes/702817/one-piece-8x165-the-strongest-creature-kaido-of-the-beasts"
740,8,166,08 May 16,"Fujitora on the Move - The Straw Hats Completely Surrounded (30 min)","https://www.tvmaze.com/episodes/702845/one-piece-8x166-fujitora-on-the-move-the-straw-hats-completely-surrounded"
741,8,167,15 May 16,"A State of Emergency! Rebecca Is Kidnapped! (30 min)","https://www.tvmaze.com/episodes/776276/one-piece-8x167-a-state-of-emergency-rebecca-is-kidnapped"
742,8,168,22 May 16,"The Bond Between Father and Daughter! Kyros and Rebecca! (30 min)","https://www.tvmaze.com/episodes/792236/one-piece-8x168-the-bond-between-father-and-daughter-kyros-and-rebecca"
743,8,169,29 May 16,"Manly Spirit - Luffy vs. Fujitora in a Head-to-Head Clash (30 min)","https://www.tvmaze.com/episodes/792237/one-piece-8x169-manly-spirit-luffy-vs-fujitora-in-a-head-to-head-clash"
744,8,170,05 Jun 16,"No Way Out! Admiral Fujitora's Ruthless Pursuit! (30 min)","https://www.tvmaze.com/episodes/792238/one-piece-8x170-no-way-out-admiral-fujitoras-ruthless-pursuit"
745,8,171,12 Jun 16,"Exchanging the Sons' Cups! Straw Hat Grand Fleet! (30 min)","https://www.tvmaze.com/episodes/821126/one-piece-8x171-exchanging-the-sons-cups-straw-hat-grand-fleet"
746,8,172,19 Jun 16,"Clash of the Mightiest – Raging Monsters of the New World (30 min)","https://www.tvmaze.com/episodes/846936/one-piece-8x172-clash-of-the-mightiest-raging-monsters-of-the-new-world"
747,9,1,26 Jun 16,"The Silver Fortress – The Great Adventures of Luffy and Bart (30 min)","https://www.tvmaze.com/episodes/835657/one-piece-9x01-the-silver-fortress-the-great-adventures-of-luffy-and-bart"
748,9,2,03 Jul 16,"An Underground Labyrinth – Luffy vs Mine Cart Man (30 min)","https://www.tvmaze.com/episodes/835658/one-piece-9x02-an-underground-labyrinth-luffy-vs-mine-cart-man"
749,9,3,10 Jul 16,"The Sword Technique Heats Up! Law and Zoro Finally Appear! (30 min)","https://www.tvmaze.com/episodes/861825/one-piece-9x03-the-sword-technique-heats-up-law-and-zoro-finally-appear"
750,9,4,17 Jul 16,"A Desperate Situation! Luffy Fights a Battle in Extreme Heat! (30 min)","https://www.tvmaze.com/episodes/876427/one-piece-9x04-a-desperate-situation-luffy-fights-a-battle-in-extreme-heat"
751,9,5,31 Jul 16,"The Start of a New Adventure - Arrival at the Mysterious Island, 'Zou'! (30 min)","https://www.tvmaze.com/episodes/876759/one-piece-9x05-the-start-of-a-new-adventure-arrival-at-the-mysterious-island-zou"
752,9,6,07 Aug 16,"The New Shichibukai - Son of the Legendary Whitebeard Arrives (30 min)","https://www.tvmaze.com/episodes/876760/one-piece-9x06-the-new-shichibukai-son-of-the-legendary-whitebeard-arrives"
753,9,7,21 Aug 16,"A Deadly Elephant Climb - A Great Adventure on the Back of the Giant Elephant! (30 min)","https://www.tvmaze.com/episodes/894764/one-piece-9x07-a-deadly-elephant-climb-a-great-adventure-on-the-back-of-the-giant-elephant"
754,9,8,28 Aug 16,"Battle Starts! Luffy vs. the Mink Tribe! (30 min)","https://www.tvmaze.com/episodes/905525/one-piece-9x08-battle-starts-luffy-vs-the-mink-tribe"
755,9,9,04 Sep 16,"Garchu! The Straw Hat Crew Reunites (30 min)","https://www.tvmaze.com/episodes/905526/one-piece-9x09-garchu-the-straw-hat-crew-reunites"
756,9,10,11 Sep 16,"The Counterattack Begins! The Curly Hat Pirates moves out! (30 min)","https://www.tvmaze.com/episodes/921560/one-piece-9x10-the-counterattack-begins-the-curly-hat-pirates-moves-out"
757,9,11,25 Sep 16,"An Incoming Threat - Jack of the Beasts Pirates! (30 min)","https://www.tvmaze.com/episodes/940386/one-piece-9x11-an-incoming-threat-jack-of-the-beasts-pirates"
758,9,12,02 Oct 16,"Ruler of Day - Enter Duke Inuarashi! (30 min)","https://www.tvmaze.com/episodes/940387/one-piece-9x12-ruler-of-day-enter-duke-inuarashi"
759,9,13,09 Oct 16,"Ruler of Night - Nekomamushi Appears (30 min)","https://www.tvmaze.com/episodes/940388/one-piece-9x13-ruler-of-night-nekomamushi-appears"
760,9,14,16 Oct 16,"The Exterminated Capital! The Twirly Hat Crew Arrive! (30 min)","https://www.tvmaze.com/episodes/975069/one-piece-9x14-the-exterminated-capital-the-twirly-hat-crew-arrive"
761,9,15,23 Oct 16,"The Time Limit Closes in! The Bond Between the Mink Tribe and the Crew! (30 min)","https://www.tvmaze.com/episodes/975070/one-piece-9x15-the-time-limit-closes-in-the-bond-between-the-mink-tribe-and-the-crew"
762,9,16,30 Oct 16,"The Delinquent Comes Home! Emperor Big Mom's Assassins! (30 min)","https://www.tvmaze.com/episodes/975071/one-piece-9x16-the-delinquent-comes-home-emperor-big-moms-assassins"
763,9,17,06 Nov 16,"The Truth Behind His Disappearance – Sanji's Shocking Invitation (30 min)","https://www.tvmaze.com/episodes/975072/one-piece-9x17-the-truth-behind-his-disappearance-sanjis-shocking-invitation"
764,9,18,13 Nov 16,"To My Buds! Sanji's Farewell Note! (30 min)","https://www.tvmaze.com/episodes/987777/one-piece-9x18-to-my-buds-sanjis-farewell-note"
765,9,19,20 Nov 16,"Let's Go See Master Nekomamushi (30 min)","https://www.tvmaze.com/episodes/987779/one-piece-9x19-lets-go-see-master-nekomamushi"
766,9,20,27 Nov 16,"Luffy's Decision - The Sanji Abdication Crisis! (30 min)","https://www.tvmaze.com/episodes/987781/one-piece-9x20-luffys-decision-the-sanji-abdication-crisis"
767,9,21,04 Dec 16,"An Explosive Situation – Dog, Cat, and Samurai! (30 min)","https://www.tvmaze.com/episodes/987782/one-piece-9x21-an-explosive-situation-dog-cat-and-samurai"
768,9,22,11 Dec 16,"The Third One! Raizo of the Mist, the Ninja, Appears! (30 min)","https://www.tvmaze.com/episodes/1012449/one-piece-9x22-the-third-one-raizo-of-the-mist-the-ninja-appears"
769,9,23,18 Dec 16,"A Red Stone! A Guide to the One Piece! (30 min)","https://www.tvmaze.com/episodes/1018165/one-piece-9x23-a-red-stone-a-guide-to-the-one-piece"
770,9,24,25 Dec 16,"The Secret of the Land of Wano! The Kozuki Family and the Ponegliffs! (30 min)","https://www.tvmaze.com/episodes/1018166/one-piece-9x24-the-secret-of-the-land-of-wano-the-kozuki-family-and-the-ponegliffs"
